"","x"
"2401",5
"2402",71
"2403",281
"2404",173
"2405",383
"2406",39
"2407",1052
"2408",-49
"2409",-103
"2410",-846
"2411",705
"2412",1950
"2413",253
"2414",595
"2415",-185
"2416",353
"2417",2363
"2418",52
"2419",205
"2420",1557
"2421",596
"2422",-114
"2423",478
"2424",614
"2425",783
"2426",401
"2427",92
"2428",-273
"2429",2594
"2430",382
"2431",-166
"2432",-141
"2433",-250
"2434",3825
"2435",0
"2436",1060
"2437",-185
"2438",955
"2439",263
"2440",4646
"2441",989
"2442",232
"2443",1483
"2444",7495
"2445",0
"2446",2199
"2447",476
"2448",148
"2449",3241
"2450",2665
"2451",1875
"2452",879
"2453",1934
"2454",0
"2455",380
"2456",2485
"2457",5521
"2458",24
"2459",160
"2460",-204
"2461",363
"2462",181
"2463",307
"2464",193
"2465",3382
"2466",1823
"2467",-111
"2468",3373
"2469",92
"2470",463
"2471",1192
"2472",2376
"2473",-166
"2474",3960
"2475",4
"2476",23
"2477",639
"2478",2144
"2479",225
"2480",13308
"2481",95
"2482",1199
"2483",400
"2484",1262
"2485",849
"2486",1949
"2487",-395
"2488",618
"2489",0
"2490",0
"2491",355
"2492",131
"2493",6203
"2494",1635
"2495",580
"2496",1814
"2497",159
"2498",48
"2499",189
"2500",-633
"2501",5356
"2502",476
"2503",4478
"2504",3132
"2505",-892
"2506",11
"2507",414
"2508",1165
"2509",3839
"2510",196
"2511",521
"2512",350
"2513",8680
"2514",0
"2515",309
"2516",125
"2517",368
"2518",1362
"2519",296
"2520",2240
"2521",1026
"2522",1301
"2523",199
"2524",11
"2525",5
"2526",373
"2527",1270
"2528",416
"2529",-27
"2530",221
"2531",331
"2532",402
"2533",123
"2534",105
"2535",0
"2536",1691
"2537",2
"2538",3
"2539",399
"2540",1421
"2541",8
"2542",150
"2543",-371
"2544",1916
"2545",300
"2546",175
"2547",3571
"2548",1135
"2549",789
"2550",2195
"2551",1311
"2552",-689
"2553",14
"2554",56
"2555",26765
"2556",17
"2557",463
"2558",751
"2559",3478
"2560",88
"2561",64
"2562",36
"2563",42
"2564",113
"2565",358
"2566",274
"2567",0
"2568",985
"2569",81
"2570",592
"2571",791
"2572",708
"2573",51
"2574",0
"2575",356
"2576",34
"2577",12061
"2578",513
"2579",6958
"2580",126
"2581",54
"2582",373
"2583",304
"2584",781
"2585",42
"2586",618
"2587",1570
"2588",1161
"2589",0
"2590",-745
"2591",88
"2592",1330
"2593",641
"2594",1423
"2595",8206
"2596",4436
"2597",1611
"2598",607
"2599",300
"2600",304
"2601",254
"2602",3790
"2603",59
"2604",1554
"2605",257
"2606",643
"2607",128
"2608",743
"2609",1460
"2610",-32
"2611",1117
"2612",2887
"2613",446
"2614",1212
"2615",2218
"2616",705
"2617",299
"2618",313
"2619",12482
"2620",29312
"2621",2226
"2622",1940
"2623",576
"2624",0
"2625",887
"2626",17
"2627",106
"2628",489
"2629",148
"2630",14
"2631",1531
"2632",3108
"2633",26
"2634",2466
"2635",1045
"2636",-588
"2637",413
"2638",0
"2639",193
"2640",1340
"2641",363
"2642",-306
"2643",607
"2644",556
"2645",449
"2646",338
"2647",-4
"2648",623
"2649",1390
"2650",719
"2651",369
"2652",1357
"2653",0
"2654",0
"2655",2047
"2656",507
"2657",-427
"2658",53
"2659",93
"2660",822
"2661",849
"2662",-214
"2663",161
"2664",800
"2665",598
"2666",-135
"2667",0
"2668",59
"2669",452
"2670",49
"2671",-213
"2672",2477
"2673",264
"2674",4265
"2675",559
"2676",-15
"2677",926
"2678",693
"2679",9956
"2680",1300
"2681",2626
"2682",-44
"2683",593
"2684",511
"2685",493
"2686",599
"2687",272
"2688",735
"2689",15
"2690",159
"2691",651
"2692",198
"2693",-278
"2694",-100
"2695",15
"2696",0
"2697",108
"2698",617
"2699",516
"2700",11
"2701",1026
"2702",3635
"2703",32
"2704",-123
"2705",-238
"2706",1089
"2707",3749
"2708",3140
"2709",221
"2710",300
"2711",515
"2712",819
"2713",722
"2714",3346
"2715",419
"2716",330
"2717",1576
"2718",258
"2719",317
"2720",57
"2721",3285
"2722",152
"2723",2429
"2724",3111
"2725",1352
"2726",37
"2727",640
"2728",113
"2729",468
"2730",184
"2731",633
"2732",7
"2733",57
"2734",0
"2735",419
"2736",120
"2737",580
"2738",362
"2739",43
"2740",749
"2741",243
"2742",9004
"2743",2236
"2744",3348
"2745",2062
"2746",188
"2747",1483
"2748",2550
"2749",53
"2750",547
"2751",1374
"2752",67
"2753",4998
"2754",0
"2755",-2
"2756",23
"2757",512
"2758",447
"2759",1917
"2760",4871
"2761",326
"2762",0
"2763",0
"2764",14
"2765",692
"2766",369
"2767",591
"2768",3923
"2769",0
"2770",348
"2771",102
"2772",447
"2773",2121
"2774",5154
"2775",393
"2776",5879
"2777",-31
"2778",871
"2779",37378
"2780",1443
"2781",752
"2782",1093
"2783",573
"2784",258
"2785",247
"2786",202
"2787",302
"2788",736
"2789",0
"2790",532
"2791",0
"2792",7378
"2793",4666
"2794",1516
"2795",0
"2796",6085
"2797",-183
"2798",91
"2799",30
"2800",24
"2801",522
"2802",770
"2803",1288
"2804",1029
"2805",4135
"2806",204
"2807",1534
"2808",0
"2809",877
"2810",478
"2811",1130
"2812",2401
"2813",740
"2814",993
"2815",896
"2816",332
"2817",1088
"2818",51
"2819",1541
"2820",413
"2821",2656
"2822",1618
"2823",146
"2824",153
"2825",4505
"2826",0
"2827",520
"2828",4151
"2829",3382
"2830",261
"2831",1160
"2832",517
"2833",2956
"2834",1327
"2835",8417
"2836",-172
"2837",2257
"2838",277
"2839",902
"2840",212
"2841",513
"2842",2272
"2843",719
"2844",1
"2845",503
"2846",1521
"2847",2516
"2848",468
"2849",329
"2850",259
"2851",769
"2852",-700
"2853",15801
"2854",7831
"2855",0
"2856",-68
"2857",2639
"2858",1076
"2859",584
"2860",2706
"2861",1294
"2862",771
"2863",283
"2864",482
"2865",11
"2866",2823
"2867",338
"2868",5700
"2869",3028
"2870",2418
"2871",1405
"2872",0
"2873",2775
"2874",611
"2875",1654
"2876",1691
"2877",427
"2878",938
"2879",626
"2880",874
"2881",24
"2882",7373
"2883",1535
"2884",2
"2885",829
"2886",164
"2887",1765
"2888",1733
"2889",383
"2890",777
"2891",0
"2892",1522
"2893",4446
"2894",923
"2895",1309
"2896",1340
"2897",3158
"2898",1596
"2899",887
"2900",23189
"2901",1010
"2902",246
"2903",918
"2904",1429
"2905",2439
"2906",348
"2907",387
"2908",22
"2909",3641
"2910",2535
"2911",1878
"2912",3
"2913",9
"2914",502
"2915",3634
"2916",3395
"2917",673
"2918",600
"2919",698
"2920",2540
"2921",357
"2922",782
"2923",2097
"2924",-101
"2925",628
"2926",0
"2927",6874
"2928",16
"2929",1691
"2930",1542
"2931",1057
"2932",11317
"2933",-1300
"2934",299
"2935",189
"2936",1412
"2937",0
"2938",235
"2939",20718
"2940",1043
"2941",890
"2942",768
"2943",618
"2944",1313
"2945",3932
"2946",334
"2947",80
"2948",-27
"2949",2285
"2950",193
"2951",-198
"2952",1180
"2953",505
"2954",6943
"2955",243
"2956",3652
"2957",3455
"2958",2607
"2959",2024
"2960",0
"2961",-222
"2962",1238
"2963",33
"2964",1000
"2965",881
"2966",403
"2967",-38
"2968",0
"2969",221
"2970",1109
"2971",1416
"2972",264
"2973",141
"2974",1944
"2975",694
"2976",303
"2977",2087
"2978",369
"2979",166
"2980",718
"2981",4543
"2982",1613
"2983",-1
"2984",1410
"2985",577
"2986",-63
"2987",892
"2988",-113
"2989",3240
"2990",3658
"2991",3545
"2992",1292
"2993",4248
"2994",155
"2995",501
"2996",658
"2997",3743
"2998",329
"2999",703
"3000",7735
"3001",455
"3002",831
"3003",1757
"3004",1480
"3005",7180
"3006",4906
"3007",592
"3008",128
"3009",160
"3010",441
"3011",8982
"3012",338
"3013",10749
"3014",638
"3015",737
"3016",7695
"3017",91
"3018",760
"3019",683
"3020",1311
"3021",606
"3022",0
"3023",192
"3024",751
"3025",10600
"3026",447
"3027",3096
"3028",998
"3029",303
"3030",1952
"3031",171
"3032",116
"3033",766
"3034",-500
"3035",2017
"3036",672
"3037",450
"3038",-31
"3039",5426
"3040",629
"3041",2800
"3042",1549
"3043",6050
"3044",1406
"3045",425
"3046",-328
"3047",430
"3048",6911
"3049",111
"3050",1158
"3051",823
"3052",410
"3053",1028
"3054",1288
"3055",-115
"3056",474
"3057",2416
"3058",233
"3059",277
"3060",280
"3061",2106
"3062",2610
"3063",329
"3064",1811
"3065",387
"3066",6439
"3067",1333
"3068",864
"3069",900
"3070",744
"3071",4370
"3072",6532
"3073",348
"3074",2077
"3075",1945
"3076",21
"3077",4556
"3078",1764
"3079",248
"3080",0
"3081",37
"3082",236
"3083",246
"3084",206
"3085",162
"3086",976
"3087",645
"3088",1794
"3089",358
"3090",9131
"3091",532
"3092",1150
"3093",680
"3094",245
"3095",-13
"3096",728
"3097",137
"3098",289
"3099",609
"3100",15740
"3101",574
"3102",1480
"3103",343
"3104",424
"3105",413
"3106",277
"3107",2157
"3108",738
"3109",-101
"3110",-52
"3111",262
"3112",-95
"3113",66
"3114",3630
"3115",294
"3116",1465
"3117",0
"3118",5961
"3119",1487
"3120",-295
"3121",0
"3122",219
"3123",1442
"3124",360
"3125",339
"3126",1427
"3127",30
"3128",483
"3129",402
"3130",5678
"3131",0
"3132",2631
"3133",112
"3134",664
"3135",2626
"3136",28
"3137",321
"3138",1794
"3139",989
"3140",6029
"3141",416
"3142",-389
"3143",1260
"3144",82
"3145",94
"3146",5291
"3147",3401
"3148",0
"3149",-1196
"3150",810
"3151",3105
"3152",351
"3153",2612
"3154",556
"3155",380
"3156",953
"3157",786
"3158",601
"3159",651
"3160",0
"3161",79
"3162",0
"3163",4464
"3164",422
"3165",598
"3166",123
"3167",0
"3168",718
"3169",-406
"3170",3625
"3171",-35
"3172",1132
"3173",1121
"3174",3407
"3175",827
"3176",471
"3177",2938
"3178",-219
"3179",719
"3180",-439
"3181",0
"3182",74
"3183",44
"3184",52
"3185",581
"3186",860
"3187",259
"3188",95
"3189",-516
"3190",5774
"3191",1384
"3192",5131
"3193",2918
"3194",556
"3195",2235
"3196",-143
"3197",1500
"3198",56831
"3199",2440
"3200",2040
"3201",678
"3202",5006
"3203",3291
"3204",543
"3205",4048
"3206",0
"3207",3269
"3208",420
"3209",0
"3210",201
"3211",2537
"3212",107
"3213",6127
"3214",4509
"3215",-191
"3216",183
"3217",2883
"3218",2515
"3219",1108
"3220",56
"3221",1270
"3222",1894
"3223",0
"3224",2217
"3225",1330
"3226",3173
"3227",2157
"3228",1033
"3229",4157
"3230",3381
"3231",1882
"3232",0
"3233",1927
"3234",3649
"3235",244
"3236",1705
"3237",1164
"3238",9359
"3239",1620
"3240",149
"3241",2479
"3242",6659
"3243",1913
"3244",1563
"3245",708
"3246",1172
"3247",2086
"3248",524
"3249",221
"3250",52
"3251",-175
"3252",-149
"3253",1530
"3254",-100
"3255",1934
"3256",137
"3257",276
"3258",1758
"3259",49
"3260",960
"3261",959
"3262",1306
"3263",892
"3264",5618
"3265",605
"3266",5041
"3267",1004
"3268",116
"3269",225
"3270",697
"3271",2467
"3272",523
"3273",106
"3274",793
"3275",1757
"3276",87
"3277",1480
"3278",960
"3279",2651
"3280",0
"3281",3123
"3282",950
"3283",3714
"3284",957
"3285",3216
"3286",8150
"3287",2212
"3288",409
"3289",-1385
"3290",2516
"3291",2354
"3292",560
"3293",5306
"3294",111
"3295",320
"3296",0
"3297",80
"3298",1953
"3299",2192
"3300",1992
"3301",146
"3302",0
"3303",2124
"3304",2
"3305",1037
"3306",-394
"3307",6510
"3308",4323
"3309",4582
"3310",2400
"3311",1678
"3312",405
"3313",3583
"3314",666
"3315",716
"3316",344
"3317",641
"3318",653
"3319",154
"3320",3018
"3321",660
"3322",2577
"3323",2785
"3324",1865
"3325",341
"3326",1178
"3327",516
"3328",22370
"3329",800
"3330",1217
"3331",9077
"3332",461
"3333",597
"3334",9
"3335",7864
"3336",1224
"3337",2623
"3338",3676
"3339",953
"3340",1061
"3341",3020
"3342",3405
"3343",0
"3344",-208
"3345",849
"3346",3820
"3347",76
"3348",346
"3349",-22
"3350",874
"3351",298
"3352",7475
"3353",101
"3354",2667
"3355",2219
"3356",158
"3357",2933
"3358",-181
"3359",5788
"3360",2796
"3361",6526
"3362",1192
"3363",665
"3364",703
"3365",4928
"3366",1786
"3367",-68
"3368",38
"3369",0
"3370",1105
"3371",9039
"3372",-9
"3373",6
"3374",577
"3375",6
"3376",78
"3377",20
"3378",87
"3379",-306
"3380",79
"3381",0
"3382",751
"3383",0
"3384",1704
"3385",0
"3386",8
"3387",39
"3388",20
"3389",293
"3390",157
"3391",487
"3392",192
"3393",136
"3394",1328
"3395",1038
"3396",51
"3397",3008
"3398",-204
"3399",2923
"3400",231
"3401",-256
"3402",234
"3403",288
"3404",1146
"3405",3060
"3406",907
"3407",334
"3408",1374
"3409",124
"3410",74
"3411",1363
"3412",680
"3413",86
"3414",1713
"3415",3990
"3416",3965
"3417",193
"3418",6060
"3419",132
"3420",1323
"3421",3237
"3422",252
"3423",84
"3424",0
"3425",848
"3426",84
"3427",190
"3428",1534
"3429",1278
"3430",252
"3431",1215
"3432",-457
"3433",347
"3434",0
"3435",468
"3436",28
"3437",323
"3438",38
"3439",-318
"3440",714
"3441",0
"3442",536
"3443",1048
"3444",49
"3445",-197
"3446",1779
"3447",1372
"3448",24
"3449",1934
"3450",9541
"3451",364
"3452",357
"3453",202
"3454",281
"3455",4580
"3456",4060
"3457",0
"3458",1114
"3459",4
"3460",536
"3461",431
"3462",2552
"3463",8016
"3464",-353
"3465",1139
"3466",494
"3467",676
"3468",287
"3469",741
"3470",1842
"3471",4004
"3472",102
"3473",279
"3474",6
"3475",644
"3476",497
"3477",402
"3478",401
"3479",31
"3480",-628
"3481",598
"3482",92
"3483",-625
"3484",2319
"3485",981
"3486",605
"3487",10399
"3488",784
"3489",680
"3490",893
"3491",94
"3492",257
"3493",739
"3494",2
"3495",-171
"3496",217
"3497",826
"3498",313
"3499",106
"3500",4520
"3501",10576
"3502",366
"3503",370
"3504",4904
"3505",0
"3506",72
"3507",0
"3508",1103
"3509",1392
"3510",-233
"3511",78
"3512",671
"3513",228
"3514",666
"3515",520
"3516",3501
"3517",185
"3518",108
"3519",1423
"3520",2453
"3521",18
"3522",3061
"3523",0
"3524",559
"3525",902
"3526",421
"3527",500
"3528",756
"3529",288
"3530",1140
"3531",2658
"3532",632
"3533",263
"3534",-17
"3535",701
"3536",4497
"3537",810
"3538",-219
"3539",679
"3540",2925
"3541",181
"3542",3840
"3543",2014
"3544",1819
"3545",665
"3546",395
"3547",55
"3548",326
"3549",1364
"3550",-174
"3551",5670
"3552",1125
"3553",0
"3554",3657
"3555",2256
"3556",778
"3557",59
"3558",668
"3559",7440
"3560",1001
"3561",1
"3562",1320
"3563",1604
"3564",900
"3565",2984
"3566",2562
"3567",1102
"3568",758
"3569",1079
"3570",2201
"3571",271
"3572",772
"3573",435
"3574",412
"3575",809
"3576",575
"3577",3033
"3578",412
"3579",496
"3580",749
"3581",1439
"3582",2767
"3583",140
"3584",4015
"3585",77
"3586",1074
"3587",-720
"3588",690
"3589",1231
"3590",714
"3591",1742
"3592",337
"3593",-237
"3594",1739
"3595",874
"3596",1880
"3597",3705
"3598",1195
"3599",2781
"3600",175
"3601",1
"3602",38
"3603",2206
"3604",358
"3605",0
"3606",4541
"3607",120
"3608",-382
"3609",146
"3610",574
"3611",2519
"3612",395
"3613",8717
"3614",975
"3615",768
"3616",280
"3617",388
"3618",289
"3619",1092
"3620",1394
"3621",151
"3622",-295
"3623",7727
"3624",247
"3625",33
"3626",452
"3627",635
"3628",75
"3629",1455
"3630",2605
"3631",56
"3632",89
"3633",84
"3634",7
"3635",238
"3636",2360
"3637",-21
"3638",409
"3639",894
"3640",108
"3641",805
"3642",2547
"3643",-124
"3644",1414
"3645",6258
"3646",-176
"3647",1533
"3648",1640
"3649",91
"3650",480
"3651",643
"3652",2547
"3653",110
"3654",35
"3655",-228
"3656",1139
"3657",1332
"3658",0
"3659",779
"3660",228
"3661",22
"3662",0
"3663",2919
"3664",186
"3665",773
"3666",880
"3667",218
"3668",512
"3669",1101
"3670",1956
"3671",0
"3672",104
"3673",75
"3674",1301
"3675",6
"3676",75
"3677",44
"3678",281
"3679",2
"3680",205
"3681",2133
"3682",94
"3683",901
"3684",3431
"3685",8837
"3686",726
"3687",26
"3688",66
"3689",2523
"3690",82
"3691",0
"3692",5558
"3693",-507
"3694",47
"3695",-257
"3696",1423
"3697",51
"3698",1688
"3699",0
"3700",1000
"3701",0
"3702",273
"3703",153
"3704",146
"3705",732
"3706",2539
"3707",208
"3708",542
"3709",144
"3710",999
"3711",19
"3712",63
"3713",446
"3714",832
"3715",246
"3716",76
"3717",268
"3718",16
"3719",-235
"3720",0
"3721",207
"3722",109
"3723",975
"3724",143
"3725",1756
"3726",-972
"3727",5
"3728",36
"3729",0
"3730",468
"3731",804
"3732",199
"3733",257
"3734",91
"3735",102
"3736",1
"3737",484
"3738",0
"3739",196
"3740",879
"3741",3689
"3742",1269
"3743",67
"3744",961
"3745",181
"3746",355
"3747",0
"3748",499
"3749",-115
"3750",92
"3751",1146
"3752",1029
"3753",534
"3754",15
"3755",1053
"3756",6
"3757",-142
"3758",2
"3759",70
"3760",556
"3761",45
"3762",9
"3763",-131
"3764",142
"3765",0
"3766",2
"3767",646
"3768",739
"3769",1511
"3770",58
"3771",163
"3772",385
"3773",1343
"3774",169
"3775",-613
"3776",1496
"3777",580
"3778",-306
"3779",-41
"3780",783
"3781",241
"3782",245
"3783",-26
"3784",705
"3785",23
"3786",380
"3787",4574
"3788",183
"3789",272
"3790",4168
"3791",677
"3792",174
"3793",1877
"3794",3690
"3795",109
"3796",194
"3797",8
"3798",40
"3799",-1400
"3800",-656
"3801",1400
"3802",507
"3803",75
"3804",364
"3805",1742
"3806",1197
"3807",12269
"3808",1126
"3809",105
"3810",-650
"3811",117
"3812",118
"3813",178
"3814",299
"3815",0
"3816",5
"3817",65
"3818",246
"3819",1166
"3820",49
"3821",95
"3822",113
"3823",554
"3824",269
"3825",63
"3826",-248
"3827",32
"3828",452
"3829",467
"3830",1758
"3831",-416
"3832",523
"3833",2499
"3834",236
"3835",3926
"3836",409
"3837",876
"3838",1163
"3839",708
"3840",586
"3841",656
"3842",260
"3843",571
"3844",36
"3845",0
"3846",-63
"3847",91
"3848",0
"3849",169
"3850",2188
"3851",2073
"3852",29887
"3853",53
"3854",82
"3855",58
"3856",916
"3857",37
"3858",100
"3859",124
"3860",19
"3861",420
"3862",906
"3863",0
"3864",532
"3865",634
"3866",0
"3867",338
"3868",0
"3869",2724
"3870",-98
"3871",73
"3872",636
"3873",132
"3874",282
"3875",3343
"3876",-166
"3877",363
"3878",29
"3879",-524
"3880",1194
"3881",422
"3882",3706
"3883",356
"3884",31
"3885",272
"3886",103
"3887",-308
"3888",16
"3889",1485
"3890",1
"3891",4391
"3892",85
"3893",822
"3894",647
"3895",223
"3896",242
"3897",64
"3898",2597
"3899",770
"3900",4956
"3901",122
"3902",28
"3903",1011
"3904",4166
"3905",6110
"3906",837
"3907",146
"3908",458
"3909",641
"3910",1310
"3911",782
"3912",478
"3913",-45
"3914",36
"3915",0
"3916",136
"3917",8
"3918",934
"3919",314
"3920",978
"3921",567
"3922",194
"3923",4537
"3924",318
"3925",17
"3926",715
"3927",1464
"3928",-61
"3929",1297
"3930",325
"3931",276
"3932",770
"3933",2
"3934",208
"3935",495
"3936",2185
"3937",351
"3938",71
"3939",1155
"3940",349
"3941",153
"3942",244
"3943",493
"3944",62
"3945",874
"3946",259
"3947",304
"3948",371
"3949",231
"3950",1906
"3951",192
"3952",158
"3953",-57
"3954",366
"3955",327
"3956",1125
"3957",642
"3958",-48
"3959",298
"3960",2207
"3961",88
"3962",2687
"3963",307
"3964",398
"3965",-388
"3966",1649
"3967",886
"3968",1161
"3969",281
"3970",137
"3971",267
"3972",767
"3973",1112
"3974",192
"3975",1113
"3976",696
"3977",-268
"3978",197
"3979",317
"3980",329
"3981",510
"3982",5
"3983",4393
"3984",488
"3985",442
"3986",300
"3987",1007
"3988",195
"3989",513
"3990",399
"3991",12
"3992",77
"3993",8318
"3994",-104
"3995",0
"3996",2
"3997",0
"3998",-579
"3999",2884
"4000",863
"4001",56
"4002",358
"4003",0
"4004",2055
"4005",568
"4006",0
"4007",97
"4008",217
"4009",0
"4010",3608
"4011",388
"4012",0
"4013",279
"4014",193
"4015",751
"4016",305
"4017",105
"4018",548
"4019",271
"4020",246
"4021",1932
"4022",1066
"4023",-326
"4024",1465
"4025",26
"4026",10561
"4027",68
"4028",647
"4029",368
"4030",-183
"4031",70
"4032",141
"4033",75
"4034",22
"4035",9
"4036",695
"4037",83
"4038",-20
"4039",532
"4040",0
"4041",99
"4042",54
"4043",792
"4044",378
"4045",8014
"4046",584
"4047",331
"4048",122
"4049",660
"4050",276
"4051",-14
"4052",15
"4053",-326
"4054",2099
"4055",2589
"4056",654
"4057",474
"4058",294
"4059",-6
"4060",865
"4061",379
"4062",8167
"4063",357
"4064",2431
"4065",1497
"4066",7934
"4067",1261
"4068",1124
"4069",196
"4070",-471
"4071",497
"4072",1920
"4073",8180
"4074",2784
"4075",556
"4076",517
"4077",-154
"4078",0
"4079",522
"4080",-342
"4081",43
"4082",12210
"4083",8806
"4084",2402
"4085",-848
"4086",0
"4087",674
"4088",778
"4089",384
"4090",256
"4091",1020
"4092",1463
"4093",761
"4094",1380
"4095",71
"4096",-1249
"4097",4089
"4098",3736
"4099",2407
"4100",1781
"4101",4667
"4102",2
"4103",259
"4104",445
"4105",132
"4106",2
"4107",283
"4108",830
"4109",75
"4110",158
"4111",46
"4112",4301
"4113",815
"4114",128
"4115",457
"4116",0
"4117",374
"4118",3259
"4119",-19
"4120",316
"4121",398
"4122",2996
"4123",292
"4124",5431
"4125",323
"4126",1312
"4127",953
"4128",5
"4129",213
"4130",976
"4131",970
"4132",87
"4133",59
"4134",80
"4135",3444
"4136",12697
"4137",863
"4138",0
"4139",18
"4140",33
"4141",281
"4142",-206
"4143",36
"4144",1879
"4145",10
"4146",77
"4147",369
"4148",43
"4149",392
"4150",0
"4151",14752
"4152",738
"4153",836
"4154",2851
"4155",296
"4156",1076
"4157",25
"4158",-172
"4159",197
"4160",5057
"4161",284
"4162",1012
"4163",4378
"4164",2718
"4165",103
"4166",1827
"4167",41
"4168",484
"4169",146
"4170",3
"4171",259
"4172",830
"4173",242
"4174",0
"4175",6042
"4176",-341
"4177",221
"4178",-46
"4179",-5
"4180",617
"4181",134
"4182",625
"4183",775
"4184",221
"4185",-31
"4186",97
"4187",81
"4188",16
"4189",144
"4190",889
"4191",-481
"4192",680
"4193",-754
"4194",2993
"4195",501
"4196",365
"4197",477
"4198",72
"4199",2085
"4200",705
"4201",754
"4202",512
"4203",300
"4204",67
"4205",912
